"ID","t","DS","Group","Sex"
"Prod-836","start","S","G160","F"
"Prod-1602","start","S","G160","M"
"Prod-1367","start","S","G160","M"
"Prod-1793","start","S","G160","M"
"Prod-603","start","I","G161","F"
"Prod-1619","start","I","G161","F"
"Prod-790","start","S","G161","M"
"Prod-53","start","S","G161","F"
"Prod-594","start","S","G161","F"
"Prod-474","start","S","G161","M"
"Prod-1510","start","S","G161","M"
"Prod-409","start","S","G161","M"
"Prod-146","start","S","G161","M"
"Prod-608","start","S","G161","M"
"Prod-16","start","I","G162","F"
"Prod-828","start","I","G162","F"
"Prod-29","start","S","G162","F"
"Prod-1079","start","S","G162","M"
"Prod-918","start","S","G162","F"
"Prod-1737","start","S","G162","F"
"Prod-1282","start","S","G162","F"
"Prod-1865","start","S","G162","F"
"Prod-1937","start","S","G162","M"
"Prod-785","start","S","G162","M"
"Prod-578","start","I","G163","M"
"Prod-636","start","I","G163","F"
"Prod-254","start","S","G163","F"
"Prod-1892","start","S","G163","M"
"Prod-743","start","S","G163","F"
"Prod-744","start","S","G163","F"
"Prod-1695","start","S","G163","F"
"Prod-477","start","S","G163","M"
"Prod-1421","start","S","G163","F"
"Prod-83","start","S","G163","M"
"Prod-1393","start","I","G164","M"
"Prod-1919","start","I","G164","M"
"Prod-178","start","S","G164","F"
"Prod-380","start","S","G164","F"
"Prod-1963","start","S","G164","F"
"Prod-1506","start","S","G164","F"
"Prod-1898","start","S","G164","M"
"Prod-1137","start","S","G164","F"
"Prod-1785","start","S","G164","F"
"Prod-501","start","S","G164","M"
"Prod-1166","start","I","G165","F"
"Prod-1185","start","I","G165","M"
"Prod-251","start","S","G165","M"
"Prod-1791","start","S","G165","F"
"Prod-390","start","S","G165","M"
"Prod-320","start","S","G165","F"
"Prod-1472","start","S","G165","F"
"Prod-853","start","S","G165","M"
"Prod-1841","start","S","G165","F"
"Prod-72","start","S","G165","M"
"Prod-234","start","I","G166","F"
"Prod-1021","start","I","G166","F"
"Prod-1891","start","S","G166","M"
"Prod-1446","start","S","G166","M"
"Prod-975","start","S","G166","M"
"Prod-1976","start","S","G166","F"
"Prod-1509","start","S","G166","M"
"Prod-798","start","S","G166","F"
"Prod-440","start","S","G166","F"
"Prod-1883","start","S","G166","M"
"Prod-1641","start","I","G167","M"
"Prod-642","start","I","G167","M"
"Prod-729","start","S","G167","F"
"Prod-93","start","S","G167","M"
"Prod-1338","start","S","G167","M"
"Prod-585","start","S","G167","F"
"Prod-1371","start","S","G167","F"
"Prod-647","start","S","G167","M"
"Prod-879","start","S","G167","M"
"Prod-1572","start","S","G167","M"
"Prod-1705","start","I","G168","F"
"Prod-693","start","I","G168","F"
"Prod-1573","start","S","G168","M"
"Prod-1923","start","S","G168","F"
"Prod-1301","start","S","G168","F"
"Prod-1454","start","S","G168","M"
"Prod-2","start","S","G168","F"
"Prod-689","start","S","G168","F"
"Prod-718","start","S","G168","M"
"Prod-1444","start","S","G168","M"
"Prod-1650","start","I","G169","M"
"Prod-1181","start","I","G169","F"
"Prod-1667","start","S","G169","F"
"Prod-1287","start","S","G169","F"
"Prod-649","start","S","G169","M"
"Prod-674","start","S","G169","M"
"Prod-714","start","S","G169","M"
"Prod-1085","start","S","G169","M"
"Prod-248","start","S","G169","M"
"Prod-1252","start","S","G169","F"
"Prod-1479","start","I","G170","M"
"Prod-204","start","I","G170","F"
"Prod-255","start","S","G170","M"
"Prod-1543","start","S","G170","F"
"Prod-331","start","S","G170","M"
"Prod-1457","start","S","G170","M"
"Prod-1660","start","S","G170","F"
"Prod-218","start","S","G170","M"
"Prod-1144","start","S","G170","M"
"Prod-564","start","S","G170","F"
"Prod-84","start","I","G171","M"
"Prod-1682","start","I","G171","F"
"Prod-816","start","S","G171","F"
"Prod-797","start","S","G171","F"
"Prod-81","start","S","G171","M"
"Prod-55","start","S","G171","M"
"Prod-897","start","S","G171","F"
"Prod-175","start","S","G171","M"
"Prod-70","start","S","G171","M"
"Prod-660","start","S","G171","M"
"Prod-589","start","I","G172","F"
"Prod-1447","start","I","G172","M"
"Prod-323","start","S","G172","M"
"Prod-1630","start","S","G172","F"
"Prod-583","start","S","G172","M"
"Prod-659","start","S","G172","F"
"Prod-1122","start","S","G172","M"
"Prod-1515","start","S","G172","F"
"Prod-3","start","S","G172","M"
"Prod-120","start","S","G172","M"
"Prod-645","start","I","G173","F"
"Prod-465","start","I","G173","F"
"Prod-131","start","S","G173","M"
"Prod-1788","start","S","G173","F"
"Prod-36","start","S","G173","F"
"Prod-1310","start","S","G173","F"
"Prod-1818","start","S","G173","M"
"Prod-153","start","S","G173","F"
"Prod-1777","start","S","G173","M"
"Prod-1401","start","S","G173","F"
"Prod-203","start","I","G174","M"
"Prod-1658","start","I","G174","M"
"Prod-878","start","S","G174","M"
"Prod-249","start","S","G174","F"
"Prod-308","start","S","G174","F"
"Prod-389","start","S","G174","M"
"Prod-1341","start","S","G174","F"
"Prod-1233","start","S","G174","F"
"Prod-1378","start","S","G174","M"
"Prod-402","start","S","G174","F"
"Prod-453","start","I","G175","F"
"Prod-678","start","I","G175","F"
"Prod-1765","start","S","G175","F"
"Prod-1972","start","S","G175","F"
"Prod-686","start","S","G175","F"
"Prod-731","start","S","G175","M"
"Prod-771","start","S","G175","F"
"Prod-1574","start","S","G175","M"
"Prod-1243","start","S","G175","F"
"Prod-653","start","S","G175","F"
"Prod-670","start","I","G176","F"
"Prod-1072","start","I","G176","M"
"Prod-700","start","S","G176","M"
"Prod-233","start","S","G176","M"
"Prod-1503","start","S","G176","F"
"Prod-954","start","S","G176","F"
"Prod-1502","start","S","G176","M"
"Prod-182","start","S","G176","M"
"Prod-854","start","S","G176","M"
"Prod-1582","start","S","G176","F"
"Prod-628","start","I","G177","M"
"Prod-187","start","I","G177","M"
"Prod-1800","start","S","G177","M"
"Prod-1663","start","S","G177","M"
"Prod-1088","start","S","G177","M"
"Prod-618","start","S","G177","M"
"Prod-1197","start","S","G177","F"
"Prod-612","start","S","G177","F"
"Prod-924","start","S","G177","M"
"Prod-766","start","S","G177","F"
"Prod-876","start","I","G178","M"
"Prod-424","start","I","G178","M"
"Prod-1339","start","S","G178","M"
"Prod-75","start","S","G178","M"
"Prod-1442","start","S","G178","F"
"Prod-1896","start","S","G178","F"
"Prod-1167","start","S","G178","F"
"Prod-982","start","S","G178","M"
"Prod-1146","start","S","G178","F"
"Prod-1270","start","S","G178","F"
"Prod-1854","start","I","G179","M"
"Prod-1887","start","I","G179","M"
"Prod-358","start","S","G179","F"
"Prod-373","start","S","G179","M"
"Prod-1308","start","S","G179","F"
"Prod-1881","start","S","G179","M"
"Prod-1291","start","S","G179","M"
"Prod-939","start","S","G179","F"
"Prod-1242","start","S","G179","M"
"Prod-571","start","S","G179","F"
"Prod-198","start","I","G180","F"
"Prod-923","start","I","G180","F"
"Prod-2000","start","S","G180","M"
"Prod-142","start","S","G180","M"
"Prod-1251","start","S","G180","F"
"Prod-1117","start","S","G180","F"
"Prod-549","start","S","G180","M"
"Prod-584","start","S","G180","F"
"Prod-1858","start","S","G180","F"
"Prod-1192","start","S","G180","F"
"Prod-1337","start","I","G181","F"
"Prod-1176","start","I","G181","F"
"Prod-169","start","S","G181","M"
"Prod-438","start","S","G181","M"
"Prod-1957","start","S","G181","F"
"Prod-1336","start","S","G181","F"
"Prod-770","start","S","G181","M"
"Prod-1097","start","S","G181","M"
"Prod-882","start","S","G181","F"
"Prod-891","start","S","G181","F"
"Prod-1809","start","I","G182","F"
"Prod-1481","start","I","G182","F"
"Prod-531","start","S","G182","F"
"Prod-181","start","S","G182","F"
"Prod-1258","start","S","G182","M"
"Prod-4","start","S","G182","F"
"Prod-189","start","S","G182","F"
"Prod-446","start","S","G182","F"
"Prod-1488","start","S","G182","F"
"Prod-1026","start","S","G182","F"
"Prod-1882","start","I","G183","F"
"Prod-342","start","I","G183","M"
"Prod-1002","start","S","G183","F"
"Prod-1482","start","S","G183","M"
"Prod-1209","start","S","G183","F"
"Prod-1526","start","S","G183","F"
"Prod-1661","start","S","G183","M"
"Prod-1782","start","S","G183","F"
"Prod-1812","start","S","G183","F"
"Prod-1767","start","S","G183","F"
"Prod-1389","start","I","G184","M"
"Prod-1445","start","I","G184","F"
"Prod-283","start","S","G184","F"
"Prod-1960","start","S","G184","F"
"Prod-1679","start","S","G184","M"
"Prod-1622","start","S","G184","F"
"Prod-214","start","S","G184","F"
"Prod-400","start","S","G184","M"
"Prod-508","start","S","G184","F"
"Prod-1100","start","S","G184","M"
"Prod-1609","start","I","G185","M"
"Prod-929","start","I","G185","F"
"Prod-1549","start","S","G185","M"
"Prod-1404","start","S","G185","M"
"Prod-1529","start","S","G185","M"
"Prod-1947","start","S","G185","M"
"Prod-1562","start","S","G185","M"
"Prod-1107","start","S","G185","M"
"Prod-1356","start","S","G185","M"
"Prod-1974","start","S","G185","M"
"Prod-149","start","I","G186","F"
"Prod-1518","start","I","G186","F"
"Prod-713","start","S","G186","F"
"Prod-24","start","S","G186","F"
"Prod-1751","start","S","G186","M"
"Prod-1453","start","S","G186","F"
"Prod-56","start","S","G186","M"
"Prod-1048","start","S","G186","F"
"Prod-31","start","S","G186","F"
"Prod-1177","start","S","G186","M"
"Prod-1601","start","I","G187","F"
"Prod-586","start","I","G187","F"
"Prod-613","start","S","G187","F"
"Prod-1768","start","S","G187","M"
"Prod-987","start","S","G187","F"
"Prod-1382","start","S","G187","M"
"Prod-220","start","S","G187","M"
"Prod-1872","start","S","G187","M"
"Prod-1837","start","S","G187","M"
"Prod-124","start","S","G187","F"
"Prod-1516","start","I","G188","M"
"Prod-1941","start","I","G188","F"
"Prod-23","start","S","G188","F"
"Prod-471","start","S","G188","M"
"Prod-1095","start","S","G188","M"
"Prod-655","start","S","G188","M"
"Prod-865","start","S","G188","M"
"Prod-1541","start","S","G188","F"
"Prod-590","start","S","G188","M"
"Prod-814","start","S","G188","M"
"Prod-1702","start","I","G189","F"
"Prod-219","start","I","G189","F"
"Prod-1631","start","S","G189","F"
"Prod-871","start","S","G189","M"
"Prod-1462","start","S","G189","F"
"Prod-1962","start","S","G189","M"
"Prod-191","start","S","G189","F"
"Prod-803","start","S","G189","F"
"Prod-1406","start","S","G189","F"
"Prod-443","start","S","G189","F"
"Prod-292","start","I","G190","F"
"Prod-858","start","I","G190","F"
"Prod-952","start","S","G190","M"
"Prod-88","start","S","G190","M"
"Prod-1907","start","S","G190","F"
"Prod-1174","start","S","G190","F"
"Prod-1614","start","S","G190","F"
"Prod-830","start","S","G190","M"
"Prod-352","start","S","G190","F"
"Prod-522","start","S","G190","F"
"Prod-839","start","I","G191","M"
"Prod-1320","start","I","G191","M"
"Prod-629","start","S","G191","F"
"Prod-1775","start","S","G191","F"
"Prod-257","start","S","G191","M"
"Prod-1862","start","S","G191","F"
"Prod-1814","start","S","G191","M"
"Prod-449","start","S","G191","F"
"Prod-1193","start","S","G191","F"
"Prod-299","start","S","G191","F"
"Prod-1250","start","I","G192","F"
"Prod-719","start","I","G192","F"
"Prod-817","start","S","G192","M"
"Prod-305","start","S","G192","M"
"Prod-1505","start","S","G192","M"
"Prod-1689","start","S","G192","F"
"Prod-867","start","S","G192","F"
"Prod-662","start","S","G192","F"
"Prod-326","start","S","G192","F"
"Prod-783","start","S","G192","M"
"Prod-528","start","I","G193","F"
"Prod-44","start","I","G193","F"
"Prod-623","start","S","G193","F"
"Prod-833","start","S","G193","M"
"Prod-809","start","S","G193","M"
"Prod-107","start","S","G193","M"
"Prod-1991","start","S","G193","M"
"Prod-1190","start","S","G193","F"
"Prod-1616","start","S","G193","F"
"Prod-1049","start","S","G193","F"
"Prod-1827","start","I","G194","F"
"Prod-1964","start","I","G194","F"
"Prod-378","start","S","G194","F"
"Prod-1918","start","S","G194","M"
"Prod-117","start","S","G194","M"
"Prod-697","start","S","G194","F"
"Prod-962","start","S","G194","F"
"Prod-1477","start","S","G194","F"
"Prod-517","start","S","G194","F"
"Prod-768","start","S","G194","M"
"Prod-391","start","I","G195","M"
"Prod-495","start","I","G195","M"
"Prod-304","start","S","G195","F"
"Prod-281","start","S","G195","M"
"Prod-1158","start","S","G195","M"
"Prod-1627","start","S","G195","M"
"Prod-1047","start","S","G195","F"
"Prod-870","start","S","G195","F"
"Prod-1861","start","S","G195","F"
"Prod-1719","start","S","G195","F"
"Prod-311","start","I","G196","F"
"Prod-447","start","I","G196","M"
"Prod-1057","start","S","G196","F"
"Prod-1415","start","S","G196","F"
"Prod-276","start","S","G196","F"
"Prod-1007","start","S","G196","M"
"Prod-1331","start","S","G196","F"
"Prod-1163","start","S","G196","M"
"Prod-1985","start","S","G196","F"
"Prod-105","start","S","G196","F"
"Prod-1846","start","I","G197","F"
"Prod-831","start","I","G197","M"
"Prod-496","start","S","G197","F"
"Prod-829","start","S","G197","M"
"Prod-509","start","S","G197","M"
"Prod-760","start","S","G197","M"
"Prod-1215","start","S","G197","F"
"Prod-209","start","S","G197","M"
"Prod-1159","start","S","G197","M"
"Prod-170","start","S","G197","F"
"Prod-735","start","I","G198","M"
"Prod-303","start","I","G198","M"
"Prod-301","start","S","G198","M"
"Prod-368","start","S","G198","M"
"Prod-1561","start","S","G198","F"
"Prod-651","start","S","G198","M"
"Prod-1459","start","S","G198","F"
"Prod-824","start","S","G198","F"
"Prod-1655","start","S","G198","F"
"Prod-1491","start","S","G198","F"
"Prod-1412","start","I","G199","M"
"Prod-1483","start","I","G199","M"
"Prod-569","start","S","G199","F"
"Prod-1909","start","S","G199","M"
"Prod-1984","start","S","G199","M"
"Prod-1178","start","S","G199","F"
"Prod-536","start","S","G199","F"
"Prod-1632","start","S","G199","M"
"Prod-720","start","S","G199","F"
"Prod-1952","start","S","G199","M"
"Prod-1099","start","I","G200","F"
"Prod-934","start","I","G200","F"
"Prod-74","start","S","G200","M"
"Prod-1535","start","S","G200","F"
"Prod-676","start","S","G200","M"
"Prod-1563","start","S","G200","F"
"Prod-1577","start","S","G200","F"
"Prod-1294","start","S","G200","M"
"Prod-259","start","S","G200","F"
"Prod-399","start","S","G200","M"
