"l","l'",Value
"Weifang","Lagos","0.00421797"
"Weifang","Istanbul","0.00666725"
"Weifang","Karachi","0.00974033"
"Weifang","Kinshasa","0.0043204"
"Weifang","Shenzhen","0.0294135"
"Weifang","Bangalore","0.010114"
"Weifang","Ho-Chi-Minh-City","0.0156746"
"Weifang","Tehran","0.00834852"
"Weifang","Los-Angeles","0.00490546"
"Weifang","Rio-de-Janeiro","0.00281282"
"Weifang","Chengdu","0.0313837"
"Weifang","Baoding","0.111715"
"Weifang","Chennai","0.0106029"
"Weifang","Lahore","0.0119849"
"Weifang","London","0.00580306"
"Weifang","Paris","0.0057531"
"Weifang","Tianjin","0.136174"
"Weifang","Linyi","0.202935"
"Weifang","Shijiazhuang","0.103826"
"Weifang","Zhengzhou","0.0851202"
"Weifang","Nanyang","0.0642703"
"Weifang","Hyderabad","0.0109497"
"Weifang","Wuhan","0.057877"
"Weifang","Handan","0.108373"
"Weifang","Nagoya","0.0300587"
"Weifang","Lima","0.00296133"
"Weifang","Zhoukou","0.0860157"
"Weifang","Luanda","0.00414768"
"Weifang","Ganzhou","0.037783"
"Weifang","Tongshan","0.133907"
"Weifang","Kuala-Lumpur","0.0119447"
"Weifang","Chicago","0.00458037"
"Weifang","Heze","0.119375"
"Weifang","Chongqing","0.0341126"
"Weifang","Hanoi","0.0225674"
"Weifang","Fuyang","0.0876776"
"Weifang","Changsha","0.0431998"
"Weifang","Dongguan","0.0302242"
"Weifang","Jining","0.155903"
"Weifang","Jinan","0.209372"
"Weifang","Pune","0.0102252"
"Weifang","Foshan","0.0298145"
"Weifang","Bogota","0.00327434"
"Weifang","Ahmedabad","0.0105581"
"Weifang","Nanjing","0.0877481"
"Weifang","Changchun","0.049952"
"Weifang","Tangshan","0.130274"
"Weifang","Cangzhou","0.158293"
"Weifang","Dar-es-Salaam","0.00520204"
"Weifang","Hefei","0.0813194"
"Weifang","Hong-Kong","0.0290573"
"Weifang","Shaoyang","0.0377452"
"Weifang","Zhanjiang","0.025384"
"Weifang","Shangqiu","0.11038"
"Weifang","Nantong","0.0831502"
"Weifang","Yancheng","0.115929"
"Weifang","Nanning","0.0261752"
"Weifang","Hengyang","0.0383834"
"Weifang","Zhumadian","0.0743842"
"Weifang","Shenyang","0.0687715"
"Weifang","Xingtai","0.107976"
"Weifang","Xi'an","0.0493956"
"Weifang","Santiago","0.00261703"
"Weifang","Yantai","0.194788"
"Weifang","Riyadh","0.00720257"
"Weifang","Luoyang","0.0719765"
"Weifang","Kunming","0.0240681"
"Weifang","Shangrao","0.0512171"
"Weifang","Hangzhou","0.064447"
"Weifang","Bijie","0.0291058"
"Weifang","Quanzhou","0.0366751"
"Weifang","Miami","0.00389803"
"Weifang","Wuxi","0.0790014"
"Weifang","Huanggang","0.0588942"
"Weifang","Maoming","0.0263029"
"Weifang","Nanchong","0.0352089"
"Weifang","Zunyi","0.0318701"
"Weifang","Qujing","0.0254836"
"Weifang","Baghdad","0.00748416"
"Weifang","Xinyang","0.0677528"
"Lima","Tokyo","0.00321827"
"Lima","Jakarta","0.0027796"
"Lima","Delhi","0.00297254"
"Lima","Manila","0.00276312"
"Lima","Sao-Paulo","0.014273"
"Lima","Seoul","0.00305666"
"Lima","Mumbai","0.00298427"
"Lima","Shanghai","0.00290431"
"Lima","Mexico-City","0.0116096"
"Lima","Guangzhou","0.00271419"
"Lima","Cairo","0.00400883"
"Lima","Beijing","0.00299415"
"Lima","New-York","0.00843916"
"Lima","Kolkata","0.0027584"
"Lima","Moscow","0.00393851"
"Lima","Bangkok","0.00253291"
"Lima","Dhaka","0.00274583"
"Lima","Buenos-Aires","0.0156962"
"Lima","Osaka","0.00313846"
"Lima","Lagos","0.00544911"
"Lima","Istanbul","0.00407465"
"Lima","Karachi","0.003119"
"Lima","Kinshasa","0.00489624"
"Lima","Shenzhen","0.00271585"
"Lima","Bangalore","0.00288846"
"Lima","Ho-Chi-Minh-City","0.00254559"
"Lima","Tehran","0.0035004"
"Lima","Los-Angeles","0.00736178"
"Lima","Rio-de-Janeiro","0.0130715"
"Lima","Chengdu","0.00277874"
"Lima","Baoding","0.00296951"
"Lima","Chennai","0.00284074"
"Lima","Lahore","0.00304477"
"Lima","London","0.00489182"
"Lima","Paris","0.0048519"
"Lima","Tianjin","0.00298655"
"Lima","Linyi","0.00292835"
"Lima","Shijiazhuang","0.00294863"
"Lima","Zhengzhou","0.00288673"
"Lima","Nanyang","0.00285042"
"Lima","Hyderabad","0.00287875"
"Lima","Wuhan","0.00282515"
"Lima","Handan","0.0029237"
"Lima","Nagoya","0.00316574"
"Lima","Weifang","0.00296133"
"Lima","Zhoukou","0.0028752"
"Lima","Luanda","0.0050596"
"Lima","Ganzhou","0.00276463"
"Lima","Tongshan","0.0029057"
"Lima","Kuala-Lumpur","0.0026227"
"Lima","Chicago","0.00814134"
"Lima","Heze","0.00290723"
"Lima","Chongqing","0.00276456"
"Lima","Hanoi","0.0026285"
"Lima","Fuyang","0.00287286"
"Lima","Changsha","0.00277916"
"Lima","Dongguan","0.00271838"
"Lima","Jining","0.00291871"
"Lima","Jinan","0.00294277"
"Lima","Pune","0.00296457"
"Lima","Foshan","0.00271142"
"Lima","Bogota","0.0258704"
"Lima","Ahmedabad","0.00300662"
"Lima","Nanjing","0.0028873"
"Lima","Changchun","0.00313779"
"Lima","Tangshan","0.00300228"
"Lima","Cangzhou","0.00296931"
"Lima","Dar-es-Salaam","0.00393087"
"Lima","Hefei","0.00287023"
"Lima","Hong-Kong","0.00271478"
"Lima","Shaoyang","0.00275362"
"Lima","Zhanjiang","0.00266282"
"Lima","Shangqiu","0.00289572"
"Lima","Nantong","0.00290867"
"Lima","Yancheng","0.00292047"
"Lima","Nanning","0.00266791"
"Lima","Hengyang","0.00275734"
"Lima","Zhumadian","0.00286028"
"Lima","Shenyang","0.00308493"
"Lima","Xingtai","0.00293141"
"Lima","Xi'an","0.00285327"
"Lima","Santiago","0.0198809"
"Lima","Yantai","0.00299229"
"Lima","Riyadh","0.00356975"
"Lima","Luoyang","0.00287744"
"Lima","Kunming","0.00268512"
"Lima","Shangrao","0.00282983"
"Lima","Hangzhou","0.00287756"
"Lima","Bijie","0.00272435"
"Lima","Quanzhou","0.0027952"
"Lima","Miami","0.011704"
"Lima","Wuxi","0.0028964"
"Lima","Huanggang","0.00282795"
"Lima","Maoming","0.00267332"
"Lima","Nanchong","0.00278444"
"Lima","Zunyi","0.00273568"
"Lima","Qujing","0.00269297"
"Lima","Baghdad","0.00364954"
"Lima","Xinyang","0.0028471"
"Zhoukou","Tokyo","0.0212413"
"Zhoukou","Jakarta","0.0109757"
"Zhoukou","Delhi","0.0137572"
"Zhoukou","Manila","0.0221256"
"Zhoukou","Sao-Paulo","0.00278919"
"Zhoukou","Seoul","0.0400638"
"Zhoukou","Mumbai","0.0111638"
"Zhoukou","Shanghai","0.0669834"
"Zhoukou","Mexico-City","0.00379829"
"Zhoukou","Guangzhou","0.0408197"
"Zhoukou","Cairo","0.0064841"
"Zhoukou","Beijing","0.0653046"
"Zhoukou","New-York","0.00425366"
"Zhoukou","Kolkata","0.0172758"
"Zhoukou","Moscow","0.00800279"
"Zhoukou","Bangkok","0.018655"
"Zhoukou","Dhaka","0.0188675"
"Zhoukou","Buenos-Aires","0.00257548"
"Zhoukou","Osaka","0.0254406"
"Zhoukou","Lagos","0.00431567"
"Zhoukou","Istanbul","0.00679226"
"Zhoukou","Karachi","0.0105672"
"Zhoukou","Kinshasa","0.00446934"
"Zhoukou","Shenzhen","0.0389259"
"Zhoukou","Bangalore","0.0112642"
"Zhoukou","Ho-Chi-Minh-City","0.0184216"
"Zhoukou","Tehran","0.00872034"
"Zhoukou","Los-Angeles","0.00466401"
"Zhoukou","Rio-de-Janeiro","0.0028414"
"Zhoukou","Chengdu","0.0455157"
"Zhoukou","Baoding","0.0783989"
"Zhoukou","Chennai","0.0118926"
"Zhoukou","Lahore","0.0131275"
"Zhoukou","London","0.0057679"
"Zhoukou","Paris","0.00573743"
"Zhoukou","Tianjin","0.0708826"
"Zhoukou","Linyi","0.117547"
"Zhoukou","Shijiazhuang","0.0923674"
"Zhoukou","Zhengzhou","0.244877"
"Zhoukou","Nanyang","0.193578"
"Zhoukou","Hyderabad","0.0122652"
"Zhoukou","Wuhan","0.128394"
"Zhoukou","Handan","0.130759"
"Zhoukou","Nagoya","0.0238282"
"Zhoukou","Weifang","0.0860157"
"Zhoukou","Lima","0.0028752"
"Zhoukou","Luanda","0.00429074"
"Zhoukou","Ganzhou","0.0545072"
"Zhoukou","Tongshan","0.169434"
"Zhoukou","Kuala-Lumpur","0.0135293"
"Zhoukou","Chicago","0.00439766"
"Zhoukou","Heze","0.205757"
"Zhoukou","Chongqing","0.0529973"
"Zhoukou","Hanoi","0.029461"
"Zhoukou","Fuyang","0.270349"
"Zhoukou","Changsha","0.0741789"
"Zhoukou","Dongguan","0.0406707"
"Zhoukou","Jining","0.158893"
"Zhoukou","Jinan","0.111207"
"Zhoukou","Pune","0.0113088"
"Zhoukou","Foshan","0.0403974"
"Zhoukou","Bogota","0.00318155"
"Zhoukou","Ahmedabad","0.0116262"
"Zhoukou","Nanjing","0.105651"
"Zhoukou","Changchun","0.0330806"
"Zhoukou","Tangshan","0.0634405"
"Zhoukou","Cangzhou","0.0824119"
"Zhoukou","Dar-es-Salaam","0.0054701"
"Zhoukou","Hefei","0.136971"
"Zhoukou","Hong-Kong","0.0381879"
"Zhoukou","Shaoyang","0.0608306"
"Zhoukou","Zhanjiang","0.0334789"
"Zhoukou","Shangqiu","0.280144"
"Zhoukou","Nantong","0.0755871"
"Zhoukou","Yancheng","0.0893202"
"Zhoukou","Nanning","0.0356836"
"Zhoukou","Hengyang","0.0607013"
"Zhoukou","Zhumadian","0.352036"
"Zhoukou","Shenyang","0.040258"
"Zhoukou","Xingtai","0.115498"
"Zhoukou","Xi'an","0.0855646"
"Zhoukou","Santiago","0.00255457"
"Zhoukou","Yantai","0.0639718"
"Zhoukou","Riyadh","0.0075659"
"Zhoukou","Luoyang","0.175935"
"Zhoukou","Kunming","0.0323053"
"Zhoukou","Shangrao","0.0706821"
"Zhoukou","Hangzhou","0.072228"
"Zhoukou","Bijie","0.0420688"
"Zhoukou","Quanzhou","0.0458223"
"Zhoukou","Miami","0.0037664"
"Zhoukou","Wuxi","0.0798959"
"Zhoukou","Huanggang","0.123846"
"Zhoukou","Maoming","0.0349756"
"Zhoukou","Nanchong","0.0546813"
"Zhoukou","Zunyi","0.0481808"
"Zhoukou","Qujing","0.0349273"
"Zhoukou","Baghdad","0.00778192"
"Zhoukou","Xinyang","0.222161"
"Luanda","Tokyo","0.00359658"
"Luanda","Jakarta","0.00483288"
"Luanda","Delhi","0.00619411"
"Luanda","Manila","0.0040978"
"Luanda","Sao-Paulo","0.0075728"
"Luanda","Seoul","0.00392359"
"Luanda","Mumbai","0.00686455"
"Luanda","Shanghai","0.00406662"
"Luanda","Mexico-City","0.00393107"
"Luanda","Guangzhou","0.00436257"
"Luanda","Cairo","0.0104547"
"Luanda","Beijing","0.00423442"
"Luanda","New-York","0.00478034"
"Luanda","Kolkata","0.00559556"
"Luanda","Moscow","0.00659799"
"Luanda","Bangkok","0.00499987"
"Luanda","Dhaka","0.00545385"
"Luanda","Buenos-Aires","0.00639238"
"Luanda","Osaka","0.00369134"
"Luanda","Lagos","0.0241612"
"Luanda","Istanbul","0.00858799"
"Luanda","Karachi","0.00716882"
"Luanda","Kinshasa","0.0831637"
"Luanda","Shenzhen","0.0043337"
"Luanda","Bangalore","0.00661459"
"Luanda","Ho-Chi-Minh-City","0.00471319"
"Luanda","Tehran","0.00779426"
"Luanda","Los-Angeles","0.00347276"
"Luanda","Rio-de-Janeiro","0.00800397"
"Luanda","Chengdu","0.00470108"
"Luanda","Baoding","0.00426221"
"Luanda","Chennai","0.00637525"
"Luanda","Lahore","0.00629807"
"Luanda","London","0.00726584"
"Luanda","Paris","0.00762995"
"Luanda","Tianjin","0.00420912"
"Luanda","Linyi","0.00416925"
"Luanda","Shijiazhuang","0.00429314"
"Luanda","Zhengzhou","0.00432316"
"Luanda","Nanyang","0.00436506"
"Luanda","Hyderabad","0.00642234"
"Luanda","Wuhan","0.00430663"
"Luanda","Handan","0.00429407"
"Luanda","Nagoya","0.00365821"
"Luanda","Weifang","0.00414768"
"Luanda","Lima","0.0050596"
"Luanda","Zhoukou","0.00429074"
"Luanda","Ganzhou","0.00429201"
"Luanda","Tongshan","0.00420587"
"Luanda","Kuala-Lumpur","0.00502894"
"Luanda","Chicago","0.00430497"
"Luanda","Heze","0.00426334"
"Luanda","Chongqing","0.00460617"
"Luanda","Hanoi","0.00468298"
"Luanda","Fuyang","0.00425178"
"Luanda","Changsha","0.00435922"
"Luanda","Dongguan","0.00434387"
"Luanda","Jining","0.00422629"
"Luanda","Jinan","0.00421357"
"Luanda","Pune","0.00679337"
"Luanda","Foshan","0.00436886"
"Luanda","Bogota","0.0050807"
"Luanda","Ahmedabad","0.00674662"
"Luanda","Nanjing","0.00415367"
"Luanda","Changchun","0.00400261"
"Luanda","Tangshan","0.00418059"
"Luanda","Cangzhou","0.00421927"
"Luanda","Dar-es-Salaam","0.0170772"
"Luanda","Hefei","0.00420258"
"Luanda","Hong-Kong","0.00432943"
"Luanda","Shaoyang","0.00441861"
"Luanda","Zhanjiang","0.0044846"
"Luanda","Shangqiu","0.00425647"
"Luanda","Nantong","0.00408577"
"Luanda","Yancheng","0.00411107"
"Luanda","Nanning","0.00456454"
"Luanda","Hengyang","0.00437711"
"Luanda","Zhumadian","0.00431259"
"Luanda","Shenyang","0.00403846"
"Luanda","Xingtai","0.00429439"
"Luanda","Xi'an","0.00449344"
"Luanda","Santiago","0.00558384"
"Luanda","Yantai","0.00408404"
"Luanda","Riyadh","0.00952428"
"Luanda","Luoyang","0.00436591"
"Luanda","Kunming","0.00479869"
"Luanda","Shangrao","0.00418087"
"Luanda","Hangzhou","0.00410737"
"Luanda","Bijie","0.00466942"
"Luanda","Quanzhou","0.00416253"
"Luanda","Miami","0.0046186"
"Luanda","Wuxi","0.00410451"
"Luanda","Huanggang","0.00428608"
"Luanda","Maoming","0.00446136"
"Luanda","Nanchong","0.00461725"
"Luanda","Zunyi","0.00459792"
"Luanda","Qujing","0.00474566"
"Luanda","Baghdad","0.00864566"
"Luanda","Xinyang","0.00431221"
"Ganzhou","Tokyo","0.0188366"
"Ganzhou","Jakarta","0.0134459"
"Ganzhou","Delhi","0.0132393"
"Ganzhou","Manila","0.0345191"
"Ganzhou","Sao-Paulo","0.00274917"
"Ganzhou","Seoul","0.0280962"
"Ganzhou","Mumbai","0.0113166"
"Ganzhou","Shanghai","0.0542706"
"Ganzhou","Mexico-City","0.00361521"
"Ganzhou","Guangzhou","0.126653"
"Ganzhou","Cairo","0.00617907"
"Ganzhou","Beijing","0.0308448"
"Ganzhou","New-York","0.00396461"
"Ganzhou","Kolkata","0.0180877"
"Ganzhou","Moscow","0.00721467"
"Ganzhou","Bangkok","0.0241956"
"Ganzhou","Dhaka","0.0197254"
"Ganzhou","Buenos-Aires","0.00264577"
"Ganzhou","Osaka","0.0222193"
"Ganzhou","Lagos","0.00421541"
"Ganzhou","Istanbul","0.00633657"
"Ganzhou","Karachi","0.0103309"
"Ganzhou","Kinshasa","0.00445262"
"Ganzhou","Shenzhen","0.117095"
"Ganzhou","Bangalore","0.0119027"
"Ganzhou","Ho-Chi-Minh-City","0.0258573"
"Ganzhou","Tehran","0.00817787"
"Ganzhou","Los-Angeles","0.00440754"
"Ganzhou","Rio-de-Janeiro","0.00280444"
"Ganzhou","Chengdu","0.0402648"
"Ganzhou","Baoding","0.0333186"
"Ganzhou","Chennai","0.0127071"
"Ganzhou","Lahore","0.0123842"
"Ganzhou","London","0.0053216"
"Ganzhou","Paris","0.00531072"
"Ganzhou","Tianjin","0.0323428"
"Ganzhou","Linyi","0.0443646"
"Ganzhou","Shijiazhuang","0.035496"
"Ganzhou","Zhengzhou","0.0476494"
"Ganzhou","Nanyang","0.0567892"
"Ganzhou","Hyderabad","0.0127496"
"Ganzhou","Wuhan","0.0857885"
"Ganzhou","Handan","0.04001"
"Ganzhou","Nagoya","0.0209168"
"Ganzhou","Weifang","0.037783"
"Ganzhou","Lima","0.00276463"
"Ganzhou","Zhoukou","0.0545072"
"Ganzhou","Luanda","0.00429201"
"Ganzhou","Tongshan","0.0493963"
"Ganzhou","Kuala-Lumpur","0.0169995"
"Ganzhou","Chicago","0.00410192"
"Ganzhou","Heze","0.0455881"
"Ganzhou","Chongqing","0.0511902"
"Ganzhou","Hanoi","0.0446417"
"Ganzhou","Fuyang","0.0594822"
"Ganzhou","Changsha","0.132474"
"Ganzhou","Dongguan","0.130984"
"Ganzhou","Jining","0.0444214"
"Ganzhou","Jinan","0.0393506"
"Ganzhou","Pune","0.0115215"
"Ganzhou","Foshan","0.121306"
"Ganzhou","Bogota","0.00302232"
"Ganzhou","Ahmedabad","0.0115446"
"Ganzhou","Nanjing","0.0598297"
"Ganzhou","Changchun","0.0220971"
"Ganzhou","Tangshan","0.0309823"
"Ganzhou","Cangzhou","0.0345149"
"Ganzhou","Dar-es-Salaam","0.00557433"
"Ganzhou","Hefei","0.0658904"
"Ganzhou","Hong-Kong","0.111358"
"Ganzhou","Shaoyang","0.116706"
"Ganzhou","Zhanjiang","0.0674075"
"Ganzhou","Shangqiu","0.0495856"
"Ganzhou","Nantong","0.0528362"
"Ganzhou","Yancheng","0.0485664"
"Ganzhou","Nanning","0.0625518"
"Ganzhou","Hengyang","0.160096"
"Ganzhou","Zhumadian","0.058846"
"Ganzhou","Shenyang","0.025134"
"Ganzhou","Xingtai","0.0384552"
"Ganzhou","Xi'an","0.0433723"
"Ganzhou","Santiago","0.00262329"
"Ganzhou","Yantai","0.034048"
"Ganzhou","Riyadh","0.00732066"
"Ganzhou","Luoyang","0.0471328"
"Ganzhou","Kunming","0.0390473"
"Ganzhou","Shangrao","0.106967"
"Ganzhou","Hangzhou","0.0657215"
"Ganzhou","Bijie","0.048872"
"Ganzhou","Quanzhou","0.116071"
"Ganzhou","Miami","0.00354602"
"Ganzhou","Wuxi","0.057215"
"Ganzhou","Huanggang","0.0886774"
"Ganzhou","Maoming","0.0748734"
"Ganzhou","Nanchong","0.0464069"
"Ganzhou","Zunyi","0.0574064"
"Ganzhou","Qujing","0.0428906"
"Ganzhou","Baghdad","0.00736066"
"Ganzhou","Xinyang","0.0662023"
"Tongshan","Tokyo","0.0236999"
"Tongshan","Jakarta","0.0106835"
"Tongshan","Delhi","0.0129298"
"Tongshan","Manila","0.0220341"
"Tongshan","Sao-Paulo","0.0027632"
"Tongshan","Seoul","0.0497265"
"Tongshan","Mumbai","0.0105883"
"Tongshan","Shanghai","0.0865206"
"Tongshan","Mexico-City","0.00385654"
"Tongshan","Guangzhou","0.0371635"
"Tongshan","Cairo","0.00633005"
"Tongshan","Beijing","0.0733942"
"Tongshan","New-York","0.00429071"
"Tongshan","Kolkata","0.0159273"
"Tongshan","Moscow","0.00787341"
"Tongshan","Bangkok","0.0173535"
"Tongshan","Dhaka","0.0172705"
"Tongshan","Buenos-Aires","0.00254364"
"Tongshan","Osaka","0.0290207"
"Tongshan","Lagos","0.00424232"
"Tongshan","Istanbul","0.00665429"
"Tongshan","Karachi","0.0100712"
"Tongshan","Kinshasa","0.00437869"
"Tongshan","Shenzhen","0.0359934"
"Tongshan","Bangalore","0.0106768"
"Tongshan","Ho-Chi-Minh-City","0.0174297"
"Tongshan","Tehran","0.00843723"
"Tongshan","Los-Angeles","0.00475747"
"Tongshan","Rio-de-Janeiro","0.0028125"
"Tongshan","Chengdu","0.0372163"
"Tongshan","Baoding","0.0855858"
"Tongshan","Chennai","0.0112426"
"Tongshan","Lahore","0.012402"
"Tongshan","London","0.00571762"
"Tongshan","Paris","0.00567956"
"Tongshan","Tianjin","0.084279"
"Tongshan","Linyi","0.265696"
"Tongshan","Shijiazhuang","0.0935881"
"Tongshan","Zhengzhou","0.132431"
"Tongshan","Nanyang","0.099333"
"Tongshan","Hyderabad","0.0115696"
"Tongshan","Wuhan","0.0924712"
"Tongshan","Handan","0.12263"
"Tongshan","Nagoya","0.0269532"
"Tongshan","Weifang","0.133907"
"Tongshan","Lima","0.0029057"
"Tongshan","Zhoukou","0.169434"
"Tongshan","Luanda","0.00420587"
"Tongshan","Ganzhou","0.0493963"
"Tongshan","Kuala-Lumpur","0.0129428"
"Tongshan","Chicago","0.00445197"
"Tongshan","Heze","0.205589"
"Tongshan","Chongqing","0.0421896"
"Tongshan","Hanoi","0.0263852"
"Tongshan","Fuyang","0.201367"
"Tongshan","Changsha","0.0599505"
"Tongshan","Dongguan","0.0372878"
"Tongshan","Jining","0.264988"
"Tongshan","Jinan","0.157168"
"Tongshan","Pune","0.0107171"
"Tongshan","Foshan","0.0367517"
"Tongshan","Bogota","0.0032084"
"Tongshan","Ahmedabad","0.011013"
"Tongshan","Nanjing","0.148581"
"Tongshan","Changchun","0.0377584"
"Tongshan","Tangshan","0.0765309"
"Tongshan","Cangzhou","0.0998876"
"Tongshan","Dar-es-Salaam","0.00532753"
"Tongshan","Hefei","0.157882"
"Tongshan","Hong-Kong","0.0354321"
"Tongshan","Shaoyang","0.0498968"
"Tongshan","Zhanjiang","0.0303472"
"Tongshan","Shangqiu","0.259743"
"Tongshan","Nantong","0.104666"
"Tongshan","Yancheng","0.147548"
"Tongshan","Nanning","0.0314923"
"Tongshan","Hengyang","0.0510485"
"Tongshan","Zhumadian","0.133124"
"Tongshan","Shenyang","0.0476006"
"Tongshan","Xingtai","0.111984"
"Tongshan","Xi'an","0.0616338"
"Tongshan","Santiago","0.00258604"
"Tongshan","Yantai","0.0897706"
"Tongshan","Riyadh","0.0073256"
"Tongshan","Luoyang","0.102306"
"Tongshan","Kunming","0.028069"
"Tongshan","Shangrao","0.0713018"
"Tongshan","Hangzhou","0.0866945"
"Tongshan","Bijie","0.0351243"
"Tongshan","Quanzhou","0.0455336"
"Tongshan","Miami","0.00380494"
"Tongshan","Wuxi","0.107225"
"Tongshan","Huanggang","0.0950424"
"Tongshan","Maoming","0.0316594"
"Tongshan","Nanchong","0.0431249"
"Tongshan","Zunyi","0.0394287"
"Tongshan","Qujing","0.0300582"
"Tongshan","Baghdad","0.00755488"
"Tongshan","Xinyang","0.117684"
"Kuala-Lumpur","Tokyo","0.00930031"
"Kuala-Lumpur","Jakarta","0.0403962"
"Kuala-Lumpur","Delhi","0.01285"
"Kuala-Lumpur","Manila","0.0198508"
"Kuala-Lumpur","Sao-Paulo","0.00312979"
"Kuala-Lumpur","Seoul","0.0107223"
"Kuala-Lumpur","Mumbai","0.0137069"
"Kuala-Lumpur","Shanghai","0.0131862"
"Kuala-Lumpur","Mexico-City","0.00299836"
"Kuala-Lumpur","Guangzhou","0.0192556"
"Kuala-Lumpur","Cairo","0.0062459"
"Kuala-Lumpur","Beijing","0.0113703"
"Kuala-Lumpur","New-York","0.00329603"
"Kuala-Lumpur","Kolkata","0.0189087"
"Kuala-Lumpur","Moscow","0.00611528"
"Kuala-Lumpur","Bangkok","0.0404532"
"Kuala-Lumpur","Dhaka","0.0189341"
"Kuala-Lumpur","Buenos-Aires","0.00312367"
"Kuala-Lumpur","Osaka","0.010005"
"Kuala-Lumpur","Lagos","0.00457332"
"Kuala-Lumpur","Istanbul","0.00596365"
"Kuala-Lumpur","Karachi","0.0111661"
"Kuala-Lumpur","Kinshasa","0.00516347"
"Kuala-Lumpur","Shenzhen","0.0193482"
"Kuala-Lumpur","Bangalore","0.0171437"
"Kuala-Lumpur","Ho-Chi-Minh-City","0.0470899"
"Kuala-Lumpur","Tehran","0.00787951"
"Kuala-Lumpur","Los-Angeles","0.00352872"
"Kuala-Lumpur","Rio-de-Janeiro","0.00318582"
"Kuala-Lumpur","Chengdu","0.0160291"
"Kuala-Lumpur","Baoding","0.0117366"
"Kuala-Lumpur","Chennai","0.0188621"
"Kuala-Lumpur","Lahore","0.0115967"
"Kuala-Lumpur","London","0.00471894"
"Kuala-Lumpur","Paris","0.00477378"
"Kuala-Lumpur","Tianjin","0.0114964"
"Kuala-Lumpur","Linyi","0.0125246"
"Kuala-Lumpur","Shijiazhuang","0.0120683"
"Kuala-Lumpur","Zhengzhou","0.0132451"
"Kuala-Lumpur","Nanyang","0.0140623"
"Kuala-Lumpur","Hyderabad","0.0164709"
"Kuala-Lumpur","Wuhan","0.0148118"
"Kuala-Lumpur","Handan","0.0125156"
"Kuala-Lumpur","Nagoya","0.00974796"
"Kuala-Lumpur","Weifang","0.0119447"
"Kuala-Lumpur","Lima","0.0026227"
"Kuala-Lumpur","Zhoukou","0.0135293"
"Kuala-Lumpur","Luanda","0.00502894"
"Kuala-Lumpur","Ganzhou","0.0169995"
"Kuala-Lumpur","Tongshan","0.0129428"
"Kuala-Lumpur","Chicago","0.00333914"
"Kuala-Lumpur","Heze","0.0128584"
"Kuala-Lumpur","Chongqing","0.0165052"
"Kuala-Lumpur","Hanoi","0.0239486"
"Kuala-Lumpur","Fuyang","0.0136253"
"Kuala-Lumpur","Changsha","0.0162283"
"Kuala-Lumpur","Dongguan","0.0191191"
"Kuala-Lumpur","Jining","0.0126593"
"Kuala-Lumpur","Jinan","0.0122176"
"Kuala-Lumpur","Pune","0.0141716"
"Kuala-Lumpur","Foshan","0.0193866"
"Kuala-Lumpur","Bogota","0.00262023"
"Kuala-Lumpur","Ahmedabad","0.0128718"
"Kuala-Lumpur","Nanjing","0.0134213"
"Kuala-Lumpur","Changchun","0.00973389"
"Kuala-Lumpur","Tangshan","0.011277"
"Kuala-Lumpur","Cangzhou","0.0117617"
"Kuala-Lumpur","Dar-es-Salaam","0.00707733"
"Kuala-Lumpur","Hefei","0.0137558"
"Kuala-Lumpur","Hong-Kong","0.0194513"
"Kuala-Lumpur","Shaoyang","0.0171014"
"Kuala-Lumpur","Zhanjiang","0.0220555"
"Kuala-Lumpur","Shangqiu","0.0131044"
"Kuala-Lumpur","Nantong","0.0130489"
"Kuala-Lumpur","Yancheng","0.0127538"
"Kuala-Lumpur","Nanning","0.0212705"
"Kuala-Lumpur","Hengyang","0.0170417"
"Kuala-Lumpur","Zhumadian","0.0138637"
"Kuala-Lumpur","Shenyang","0.0102828"
"Kuala-Lumpur","Xingtai","0.0123723"
"Kuala-Lumpur","Xi'an","0.0139285"
"Kuala-Lumpur","Santiago","0.00301142"
"Kuala-Lumpur","Yantai","0.0114941"
"Kuala-Lumpur","Riyadh","0.00781752"
"Kuala-Lumpur","Luoyang","0.0134223"
"Kuala-Lumpur","Kunming","0.020104"
"Kuala-Lumpur","Shangrao","0.0149339"
"Kuala-Lumpur","Hangzhou","0.0137525"
"Kuala-Lumpur","Bijie","0.0180975"
"Kuala-Lumpur","Quanzhou","0.0162793"
"Kuala-Lumpur","Miami","0.00296886"
"Kuala-Lumpur","Wuxi","0.0132949"
"Kuala-Lumpur","Huanggang","0.0147619"
"Kuala-Lumpur","Maoming","0.0213935"
"Kuala-Lumpur","Nanchong","0.0158281"
"Kuala-Lumpur","Zunyi","0.0176262"
"Kuala-Lumpur","Qujing","0.0196327"
"Kuala-Lumpur","Baghdad","0.00728835"
"Kuala-Lumpur","Xinyang","0.0141975"
"Chicago","Tokyo","0.00490899"
"Chicago","Jakarta","0.00315422"
"Chicago","Delhi","0.00414129"
"Chicago","Manila","0.00380666"
"Chicago","Sao-Paulo","0.00591202"
"Chicago","Seoul","0.00473396"
"Chicago","Mumbai","0.00384531"
"Chicago","Shanghai","0.00437998"
"Chicago","Mexico-City","0.0180811"
"Chicago","Guangzhou","0.00399159"
"Chicago","Cairo","0.00504183"
"Chicago","Beijing","0.00469204"
"Chicago","New-York","0.0414623"
