"l","l'",Value
"Luoyang","Hanoi","0.0294582"
"Kunming","Hanoi","0.0833276"
"Shangrao","Hanoi","0.0327938"
"Hangzhou","Hanoi","0.0275907"
"Bijie","Hanoi","0.066642"
"Quanzhou","Hanoi","0.0351166"
"Miami","Hanoi","0.00337395"
"Wuxi","Hanoi","0.0262706"
"Huanggang","Hanoi","0.0348824"
"Maoming","Hanoi","0.0861318"
"Nanchong","Hanoi","0.0439698"
"Zunyi","Hanoi","0.0624205"
"Qujing","Hanoi","0.0846784"
"Baghdad","Hanoi","0.00807485"
"Xinyang","Hanoi","0.0326882"
"Tokyo","Fuyang","0.0220448"
"Jakarta","Fuyang","0.0111085"
"Delhi","Fuyang","0.0133485"
"Manila","Fuyang","0.0232453"
"Sao-Paulo","Fuyang","0.00276867"
"Seoul","Fuyang","0.0420362"
"Mumbai","Fuyang","0.0109372"
"Shanghai","Fuyang","0.0809943"
"Mexico-City","Fuyang","0.00379848"
"Guangzhou","Fuyang","0.0429334"
"Cairo","Fuyang","0.00637564"
"Beijing","Fuyang","0.0601811"
"New-York","Fuyang","0.00422969"
"Kolkata","Fuyang","0.016817"
"Moscow","Fuyang","0.00783716"
"Bangkok","Fuyang","0.0186361"
"Dhaka","Fuyang","0.0183192"
"Buenos-Aires","Fuyang","0.00256471"
"Osaka","Fuyang","0.026678"
"Lagos","Fuyang","0.00426864"
"Istanbul","Fuyang","0.00667007"
"Karachi","Fuyang","0.0103262"
"Kinshasa","Fuyang","0.00442559"
"Shenzhen","Fuyang","0.0411479"
"Bangalore","Fuyang","0.0110873"
"Ho-Chi-Minh-City","Fuyang","0.0186685"
"Tehran","Fuyang","0.00852648"
"Los-Angeles","Fuyang","0.00466946"
"Rio-de-Janeiro","Fuyang","0.00282039"
"Chengdu","Fuyang","0.0421325"
"Baoding","Fuyang","0.0699994"
"Chennai","Fuyang","0.0117091"
"Lahore","Fuyang","0.01273"
"London","Fuyang","0.00568382"
"Paris","Fuyang","0.00565289"
"Tianjin","Fuyang","0.0661321"
"Linyi","Fuyang","0.129711"
"Shijiazhuang","Fuyang","0.0788845"
"Zhengzhou","Fuyang","0.148993"
"Nanyang","Fuyang","0.140525"
"Hyderabad","Fuyang","0.0120275"
"Wuhan","Fuyang","0.145222"
"Handan","Fuyang","0.104171"
"Nagoya","Fuyang","0.0248832"
"Weifang","Fuyang","0.0876776"
"Lima","Fuyang","0.00287286"
"Zhoukou","Fuyang","0.270349"
"Luanda","Fuyang","0.00425178"
"Ganzhou","Fuyang","0.0594822"
"Tongshan","Fuyang","0.201367"
"Kuala-Lumpur","Fuyang","0.0136253"
"Chicago","Fuyang","0.00438029"
"Heze","Fuyang","0.160334"
"Chongqing","Fuyang","0.0495632"
"Hanoi","Fuyang","0.0294688"
"Changsha","Fuyang","0.0782747"
"Dongguan","Fuyang","0.0429647"
"Jining","Fuyang","0.148435"
"Jinan","Fuyang","0.103607"
"Pune","Fuyang","0.0110826"
"Foshan","Fuyang","0.0424145"
"Bogota","Fuyang","0.00317139"
"Ahmedabad","Fuyang","0.0113565"
"Nanjing","Fuyang","0.145583"
"Changchun","Fuyang","0.0328992"
"Tangshan","Fuyang","0.0603943"
"Cangzhou","Fuyang","0.0759502"
"Dar-es-Salaam","Fuyang","0.00541897"
"Hefei","Fuyang","0.217249"
"Hong-Kong","Fuyang","0.0403722"
"Shaoyang","Fuyang","0.0621579"
"Zhanjiang","Fuyang","0.0343358"
"Shangqiu","Fuyang","0.226804"
"Nantong","Fuyang","0.092993"
"Yancheng","Fuyang","0.109461"
"Nanning","Fuyang","0.0359722"
"Hengyang","Fuyang","0.0636254"
"Zhumadian","Fuyang","0.231197"
"Shenyang","Fuyang","0.0401124"
"Xingtai","Fuyang","0.0945309"
"Xi'an","Fuyang","0.0706921"
"Santiago","Fuyang","0.0025694"
"Yantai","Fuyang","0.0662438"
"Riyadh","Fuyang","0.00742915"
"Luoyang","Fuyang","0.119445"
"Kunming","Fuyang","0.0313925"
"Shangrao","Fuyang","0.0852063"
"Hangzhou","Fuyang","0.0896973"
"Bijie","Fuyang","0.0404231"
"Quanzhou","Fuyang","0.0511198"
"Miami","Fuyang","0.00375283"
"Wuxi","Fuyang","0.100706"
"Huanggang","Fuyang","0.148755"
"Maoming","Fuyang","0.0359959"
"Nanchong","Fuyang","0.0501273"
"Zunyi","Fuyang","0.0463689"
"Qujing","Fuyang","0.0339271"
"Baghdad","Fuyang","0.00762745"
"Xinyang","Fuyang","0.213545"
"Tokyo","Changsha","0.0185005"
"Jakarta","Changsha","0.0127142"
"Delhi","Changsha","0.0141513"
"Manila","Changsha","0.0281964"
"Sao-Paulo","Changsha","0.00278349"
"Seoul","Changsha","0.0290831"
"Mumbai","Changsha","0.011798"
"Shanghai","Changsha","0.0535184"
"Mexico-City","Changsha","0.00363811"
"Guangzhou","Changsha","0.0813689"
"Cairo","Changsha","0.00640619"
"Beijing","Changsha","0.0359916"
"New-York","Changsha","0.00404153"
"Kolkata","Changsha","0.019269"
"Moscow","Changsha","0.00757207"
"Bangkok","Changsha","0.0237075"
"Dhaka","Changsha","0.0212101"
"Buenos-Aires","Changsha","0.00263441"
"Osaka","Changsha","0.0217608"
"Lagos","Changsha","0.00430908"
"Istanbul","Changsha","0.00659818"
"Karachi","Changsha","0.0108442"
"Kinshasa","Changsha","0.00453114"
"Shenzhen","Changsha","0.0725589"
"Bangalore","Changsha","0.0122489"
"Ho-Chi-Minh-City","Changsha","0.0238938"
"Tehran","Changsha","0.00858495"
"Los-Angeles","Changsha","0.00443332"
"Rio-de-Janeiro","Changsha","0.0028397"
"Chengdu","Changsha","0.0523714"
"Baoding","Changsha","0.0397209"
"Chennai","Changsha","0.013066"
"Lahore","Changsha","0.0132487"
"London","Changsha","0.00551369"
"Paris","Changsha","0.00550198"
"Tianjin","Changsha","0.037638"
"Linyi","Changsha","0.051729"
"Shijiazhuang","Changsha","0.0433342"
"Zhengzhou","Changsha","0.0639954"
"Nanyang","Changsha","0.0854109"
"Hyderabad","Changsha","0.0132601"
"Wuhan","Changsha","0.145075"
"Handan","Changsha","0.0501893"
"Nagoya","Changsha","0.0205107"
"Weifang","Changsha","0.0431998"
"Lima","Changsha","0.00277916"
"Zhoukou","Changsha","0.0741789"
"Luanda","Changsha","0.00435922"
"Ganzhou","Changsha","0.132474"
"Tongshan","Changsha","0.0599505"
"Kuala-Lumpur","Changsha","0.0162283"
"Chicago","Changsha","0.00416893"
"Heze","Changsha","0.0577326"
"Chongqing","Changsha","0.0717369"
"Hanoi","Changsha","0.0444622"
"Fuyang","Changsha","0.0782747"
"Dongguan","Changsha","0.0796085"
"Jining","Changsha","0.054367"
"Jinan","Changsha","0.0470006"
"Pune","Changsha","0.012002"
"Foshan","Changsha","0.0800025"
"Bogota","Changsha","0.00306008"
"Ahmedabad","Changsha","0.0121301"
"Nanjing","Changsha","0.0664261"
"Changchun","Changsha","0.0237184"
"Tangshan","Changsha","0.0355114"
"Cangzhou","Changsha","0.0406625"
"Dar-es-Salaam","Changsha","0.0056557"
"Hefei","Changsha","0.0791807"
"Hong-Kong","Changsha","0.0697965"
"Shaoyang","Changsha","0.215645"
"Zhanjiang","Changsha","0.057433"
"Shangqiu","Changsha","0.0634901"
"Nantong","Changsha","0.0543619"
"Yancheng","Changsha","0.0529123"
"Nanning","Changsha","0.061817"
"Hengyang","Changsha","0.250422"
"Zhumadian","Changsha","0.0846245"
"Shenyang","Changsha","0.0272569"
"Xingtai","Changsha","0.0478031"
"Xi'an","Changsha","0.0604109"
"Santiago","Changsha","0.00257921"
"Yantai","Changsha","0.0375245"
"Riyadh","Changsha","0.00760228"
"Luoyang","Changsha","0.0649196"
"Kunming","Changsha","0.0443043"
"Shangrao","Changsha","0.0926959"
"Hangzhou","Changsha","0.0637348"
"Bijie","Changsha","0.0615294"
"Quanzhou","Changsha","0.0697191"
"Miami","Changsha","0.0035973"
"Wuxi","Changsha","0.0589615"
"Huanggang","Changsha","0.138497"
"Maoming","Changsha","0.0620559"
"Nanchong","Changsha","0.0643634"
"Zunyi","Changsha","0.0774624"
"Qujing","Changsha","0.0496505"
"Baghdad","Changsha","0.00768443"
"Xinyang","Changsha","0.100147"
"Tokyo","Dongguan","0.0171021"
"Jakarta","Dongguan","0.0147526"
"Delhi","Dongguan","0.0133544"
"Manila","Dongguan","0.0397295"
"Sao-Paulo","Dongguan","0.00276817"
"Seoul","Dongguan","0.0238152"
"Mumbai","Dongguan","0.0116259"
"Shanghai","Dongguan","0.040591"
"Mexico-City","Dongguan","0.00353478"
"Guangzhou","Dongguan","0.495244"
"Cairo","Dongguan","0.00615936"
"Beijing","Dongguan","0.0257603"
"New-York","Dongguan","0.00386608"
"Kolkata","Dongguan","0.0188733"
"Moscow","Dongguan","0.00704237"
"Bangkok","Dongguan","0.0280051"
"Dhaka","Dongguan","0.0205582"
"Buenos-Aires","Dongguan","0.00269244"
"Osaka","Dongguan","0.0198149"
"Lagos","Dongguan","0.00422808"
"Istanbul","Dongguan","0.00626363"
"Karachi","Dongguan","0.010459"
"Kinshasa","Dongguan","0.00450117"
"Shenzhen","Dongguan","0.434834"
"Bangalore","Dongguan","0.0124325"
"Ho-Chi-Minh-City","Dongguan","0.0311419"
"Tehran","Dongguan","0.00812843"
"Los-Angeles","Dongguan","0.0042907"
"Rio-de-Janeiro","Dongguan","0.00282368"
"Chengdu","Dongguan","0.0376098"
"Baoding","Dongguan","0.0275221"
"Chennai","Dongguan","0.0133416"
"Lahore","Dongguan","0.0123939"
"London","Dongguan","0.00521818"
"Paris","Dongguan","0.00521592"
"Tianjin","Dongguan","0.0267418"
"Linyi","Dongguan","0.0342953"
"Shijiazhuang","Dongguan","0.0290884"
"Zhengzhou","Dongguan","0.0370042"
"Nanyang","Dongguan","0.0429939"
"Hyderabad","Dongguan","0.0132425"
"Wuhan","Dongguan","0.056175"
"Handan","Dongguan","0.0320527"
"Nagoya","Dongguan","0.0187811"
"Weifang","Dongguan","0.0302242"
"Lima","Dongguan","0.00271838"
"Zhoukou","Dongguan","0.0406707"
"Luanda","Dongguan","0.00434387"
"Ganzhou","Dongguan","0.130984"
"Tongshan","Dongguan","0.0372878"
"Kuala-Lumpur","Dongguan","0.0191191"
"Chicago","Dongguan","0.00399348"
"Heze","Dongguan","0.0353416"
"Chongqing","Dongguan","0.0466751"
"Hanoi","Dongguan","0.0558394"
"Fuyang","Dongguan","0.0429647"
"Changsha","Dongguan","0.0796085"
"Jining","Dongguan","0.0344761"
"Jinan","Dongguan","0.0313309"
"Pune","Dongguan","0.0118615"
"Foshan","Dongguan","0.431411"
"Bogota","Dongguan","0.00296308"
"Ahmedabad","Dongguan","0.0117697"
"Nanjing","Dongguan","0.042876"
"Changchun","Dongguan","0.019272"
"Tangshan","Dongguan","0.025768"
"Cangzhou","Dongguan","0.0282208"
"Dar-es-Salaam","Dongguan","0.00569123"
"Hefei","Dongguan","0.0458626"
"Hong-Kong","Dongguan","0.348169"
"Shaoyang","Dongguan","0.087779"
"Zhanjiang","Dongguan","0.11076"
"Shangqiu","Dongguan","0.0376339"
"Nantong","Dongguan","0.0394677"
"Yancheng","Dongguan","0.0367995"
"Nanning","Dongguan","0.0823654"
"Hengyang","Dongguan","0.101257"
"Zhumadian","Dongguan","0.0433098"
"Shenyang","Dongguan","0.0215419"
"Xingtai","Dongguan","0.0310496"
"Xi'an","Dongguan","0.0361346"
"Santiago","Dongguan","0.00265526"
"Yantai","Dongguan","0.0277765"
"Riyadh","Dongguan","0.00735464"
"Luoyang","Dongguan","0.0371059"
"Kunming","Dongguan","0.0419194"
"Shangrao","Dongguan","0.0638344"
"Hangzhou","Dongguan","0.046583"
"Bijie","Dongguan","0.0488368"
"Quanzhou","Dongguan","0.0857121"
"Miami","Dongguan","0.00346476"
"Wuxi","Dongguan","0.0418161"
"Huanggang","Dongguan","0.0567758"
"Maoming","Dongguan","0.131777"
"Nanchong","Dongguan","0.0417109"
"Zunyi","Dongguan","0.0550523"
"Qujing","Dongguan","0.0456884"
"Baghdad","Dongguan","0.00733088"
"Xinyang","Dongguan","0.0471693"
"Tokyo","Jining","0.0233087"
"Jakarta","Jining","0.010443"
"Delhi","Jining","0.0131277"
"Manila","Jining","0.0207942"
"Sao-Paulo","Jining","0.00278124"
"Seoul","Jining","0.0494171"
"Mumbai","Jining","0.0106624"
"Shanghai","Jining","0.0709403"
"Mexico-City","Jining","0.00387595"
"Guangzhou","Jining","0.0344486"
"Cairo","Jining","0.00641298"
"Beijing","Jining","0.0907412"
"New-York","Jining","0.00433424"
"Kolkata","Jining","0.0159944"
"Moscow","Jining","0.00804066"
"Bangkok","Jining","0.0169837"
"Dhaka","Jining","0.0173488"
"Buenos-Aires","Jining","0.00255148"
"Osaka","Jining","0.0282799"
"Lagos","Jining","0.00427683"
"Istanbul","Jining","0.00676101"
"Karachi","Jining","0.0101914"
"Kinshasa","Jining","0.00440305"
"Shenzhen","Jining","0.0333091"
"Bangalore","Jining","0.0106894"
"Ho-Chi-Minh-City","Jining","0.016881"
"Tehran","Jining","0.00857978"
"Los-Angeles","Jining","0.00478207"
"Rio-de-Janeiro","Jining","0.00283017"
"Chengdu","Jining","0.0376527"
"Baoding","Jining","0.111789"
"Chennai","Jining","0.0112417"
"Lahore","Jining","0.0126261"
"London","Jining","0.00580818"
"Paris","Jining","0.00576786"
"Tianjin","Jining","0.106286"
"Linyi","Jining","0.231861"
"Shijiazhuang","Jining","0.126155"
"Zhengzhou","Jining","0.154235"
"Nanyang","Jining","0.0985642"
"Hyderabad","Jining","0.0116147"
"Wuhan","Jining","0.0799036"
"Handan","Jining","0.178348"
"Nagoya","Jining","0.0263682"
"Weifang","Jining","0.155903"
"Lima","Jining","0.00291871"
"Zhoukou","Jining","0.158893"
"Luanda","Jining","0.00422629"
"Ganzhou","Jining","0.0444214"
"Tongshan","Jining","0.264988"
"Kuala-Lumpur","Jining","0.0126593"
"Chicago","Jining","0.00449295"
"Heze","Jining","0.323642"
"Chongqing","Jining","0.0418369"
"Hanoi","Jining","0.0255103"
"Fuyang","Jining","0.148435"
"Changsha","Jining","0.054367"
"Dongguan","Jining","0.0344761"
"Jinan","Jining","0.255432"
"Pune","Jining","0.0107851"
"Foshan","Jining","0.0341137"
"Bogota","Jining","0.00323013"
"Ahmedabad","Jining","0.0111244"
"Nanjing","Jining","0.105394"
"Changchun","Jining","0.0400513"
"Tangshan","Jining","0.0923963"
"Cangzhou","Jining","0.133752"
"Dar-es-Salaam","Jining","0.00534303"
"Hefei","Jining","0.11143"
"Hong-Kong","Jining","0.0328057"
"Shaoyang","Jining","0.0463943"
"Zhanjiang","Jining","0.0287416"
"Shangqiu","Jining","0.267381"
"Nantong","Jining","0.0831413"
"Yancheng","Jining","0.112093"
"Nanning","Jining","0.0301077"
"Hengyang","Jining","0.046803"
"Zhumadian","Jining","0.122959"
"Shenyang","Jining","0.0511274"
"Xingtai","Jining","0.159431"
"Xi'an","Jining","0.0657198"
"Santiago","Jining","0.00258167"
"Yantai","Jining","0.0951123"
"Riyadh","Jining","0.00741209"
"Luoyang","Jining","0.114671"
"Kunming","Jining","0.0276669"
"Shangrao","Jining","0.0598929"
"Hangzhou","Jining","0.0700236"
"Bijie","Jining","0.0345404"
"Quanzhou","Jining","0.0405857"
"Miami","Jining","0.00383532"
"Wuxi","Jining","0.083603"
"Huanggang","Jining","0.0803105"
"Maoming","Jining","0.0298798"
"Nanchong","Jining","0.0434049"
"Zunyi","Jining","0.0384662"
"Qujing","Jining","0.0295465"
"Baghdad","Jining","0.00766882"
"Xinyang","Jining","0.103927"
"Tokyo","Jinan","0.02388"
"Jakarta","Jinan","0.0101345"
"Delhi","Jinan","0.0129914"
"Manila","Jinan","0.0197194"
"Sao-Paulo","Jinan","0.00278956"
"Seoul","Jinan","0.0530549"
"Mumbai","Jinan","0.0105158"
"Shanghai","Jinan","0.0634413"
"Mexico-City","Jinan","0.00391678"
"Guangzhou","Jinan","0.0313053"
"Cairo","Jinan","0.00642981"
"Beijing","Jinan","0.120931"
"New-York","Jinan","0.00438932"
"Kolkata","Jinan","0.0155704"
"Moscow","Jinan","0.00814393"
"Bangkok","Jinan","0.0162407"
"Dhaka","Jinan","0.0168481"
"Buenos-Aires","Jinan","0.00255266"
"Osaka","Jinan","0.0289192"
"Lagos","Jinan","0.00428111"
"Istanbul","Jinan","0.0068055"
"Karachi","Jinan","0.0101122"
"Kinshasa","Jinan","0.00439168"
"Shenzhen","Jinan","0.0303686"
"Bangalore","Jinan","0.0104882"
"Ho-Chi-Minh-City","Jinan","0.016096"
"Tehran","Jinan","0.00859997"
"Los-Angeles","Jinan","0.00484166"
"Rio-de-Janeiro","Jinan","0.00283691"
"Chengdu","Jinan","0.0352652"
"Baoding","Jinan","0.152496"
"Chennai","Jinan","0.0110075"
"Lahore","Jinan","0.012549"
"London","Jinan","0.00587249"
"Paris","Jinan","0.00582707"
"Tianjin","Jinan","0.153162"
"Linyi","Jinan","0.187582"
"Shijiazhuang","Jinan","0.157784"
"Zhengzhou","Jinan","0.11961"
"Nanyang","Jinan","0.0799078"
"Hyderabad","Jinan","0.0114016"
"Wuhan","Jinan","0.0648929"
"Handan","Jinan","0.183423"
"Nagoya","Jinan","0.0269962"
"Weifang","Jinan","0.209372"
"Lima","Jinan","0.00294277"
"Zhoukou","Jinan","0.111207"
"Luanda","Jinan","0.00421357"
"Ganzhou","Jinan","0.0393506"
"Tongshan","Jinan","0.157168"
"Kuala-Lumpur","Jinan","0.0122176"
"Chicago","Jinan","0.00455248"
"Heze","Jinan","0.19097"
"Chongqing","Jinan","0.0383169"
"Hanoi","Jinan","0.0238495"
"Fuyang","Jinan","0.103607"
"Changsha","Jinan","0.0470006"
"Dongguan","Jinan","0.0313309"
"Jining","Jinan","0.255432"
"Pune","Jinan","0.0106277"
"Foshan","Jinan","0.0310283"
"Bogota","Jinan","0.00326082"
"Ahmedabad","Jinan","0.010995"
"Nanjing","Jinan","0.0849198"
"Changchun","Jinan","0.0449171"
"Tangshan","Jinan","0.126431"
"Cangzhou","Jinan","0.215115"
"Dar-es-Salaam","Jinan","0.00530449"
"Hefei","Jinan","0.0855073"
"Hong-Kong","Jinan","0.0299519"
"Shaoyang","Jinan","0.0410074"
"Zhanjiang","Jinan","0.0265368"
"Shangqiu","Jinan","0.152928"
"Nantong","Jinan","0.0732998"
"Yancheng","Jinan","0.0973996"
"Nanning","Jinan","0.0277704"
"Hengyang","Jinan","0.0412278"
"Zhumadian","Jinan","0.0924111"
"Shenyang","Jinan","0.0591095"
"Xingtai","Jinan","0.180195"
"Xi'an","Jinan","0.0603242"
"Santiago","Jinan","0.00259301"
"Yantai","Jinan","0.113949"
"Riyadh","Jinan","0.00739923"
"Luoyang","Jinan","0.0964504"
"Kunming","Jinan","0.0259868"
"Shangrao","Jinan","0.0515922"
"Hangzhou","Jinan","0.0608203"
"Bijie","Jinan","0.031955"
"Quanzhou","Jinan","0.0366107"
"Miami","Jinan","0.00387865"
"Wuxi","Jinan","0.0721272"
"Huanggang","Jinan","0.0650805"
"Maoming","Jinan","0.0274989"
"Nanchong","Jinan","0.0400058"
"Zunyi","Jinan","0.0351581"
"Qujing","Jinan","0.0276056"
"Baghdad","Jinan","0.00768523"
"Xinyang","Jinan","0.0804775"
"Tokyo","Pune","0.0074348"
"Jakarta","Pune","0.0108843"
"Delhi","Pune","0.0406853"
"Manila","Pune","0.00984553"
"Sao-Paulo","Pune","0.00359566"
"Seoul","Pune","0.00893676"
"Mumbai","Pune","0.293982"
"Shanghai","Pune","0.00996945"
"Mexico-City","Pune","0.00316935"
"Guangzhou","Pune","0.0120046"
"Cairo","Pune","0.0110435"
"Beijing","Pune","0.0105179"
"New-York","Pune","0.003941"
"Kolkata","Pune","0.0307589"
"Moscow","Pune","0.00965218"
"Bangkok","Pune","0.0169849"
"Dhaka","Pune","0.0268949"
"Buenos-Aires","Pune","0.0033239"
"Osaka","Pune","0.00789227"
"Lagos","Pune","0.0064322"
"Istanbul","Pune","0.0100411"
"Karachi","Pune","0.0476997"
"Kinshasa","Pune","0.00720023"
"Shenzhen","Pune","0.0117713"
"Bangalore","Pune","0.063748"
"Ho-Chi-Minh-City","Pune","0.0136155"
"Tehran","Pune","0.0168584"
"Los-Angeles","Pune","0.00355362"
"Rio-de-Janeiro","Pune","0.00369058"
"Chengdu","Pune","0.0148146"
"Baoding","Pune","0.010768"
"Chennai","Pune","0.0518253"
"Lahore","Pune","0.0333398"
"London","Pune","0.00679722"
"Paris","Pune","0.00696832"
"Tianjin","Pune","0.0104281"
"Linyi","Pune","0.0104468"
"Shijiazhuang","Pune","0.0110256"
"Zhengzhou","Pune","0.0114627"
"Nanyang","Pune","0.0118636"
"Hyderabad","Pune","0.0900362"
"Wuhan","Pune","0.0115539"
"Handan","Pune","0.011141"
"Nagoya","Pune","0.00772873"
"Weifang","Pune","0.0102252"
"Lima","Pune","0.00296457"
"Zhoukou","Pune","0.0113088"
"Luanda","Pune","0.00679337"
"Ganzhou","Pune","0.0115215"
"Tongshan","Pune","0.0107171"
"Kuala-Lumpur","Pune","0.0141716"
"Chicago","Pune","0.00381962"
"Heze","Pune","0.0110335"
"Chongqing","Pune","0.0140034"
"Hanoi","Pune","0.0146925"
"Fuyang","Pune","0.0110826"
"Changsha","Pune","0.012002"
"Dongguan","Pune","0.0118615"
"Jining","Pune","0.0107851"
"Jinan","Pune","0.0106277"
"Foshan","Pune","0.0120497"
"Bogota","Pune","0.00318265"
"Ahmedabad","Pune","0.087912"
"Nanjing","Pune","0.0104788"
"Changchun","Pune","0.00896944"
"Tangshan","Pune","0.0102258"
"Cangzhou","Pune","0.0105507"
"Dar-es-Salaam","Pune","0.0104777"
"Hefei","Pune","0.0107995"
"Hong-Kong","Pune","0.0117326"
"Shaoyang","Pune","0.0124758"
"Zhanjiang","Pune","0.0129011"
"Shangqiu","Pune","0.0110358"
"Nantong","Pune","0.0100619"
"Yancheng","Pune","0.0101662"
"Nanning","Pune","0.0136659"
"Hengyang","Pune","0.0121542"
"Zhumadian","Pune","0.0114933"
"Shenyang","Pune","0.00929553"
"Xingtai","Pune","0.0111095"
"Xi'an","Pune","0.0127293"
"Santiago","Pune","0.0030911"
"Yantai","Pune","0.0098165"
"Riyadh","Pune","0.017048"
"Luoyang","Pune","0.0117643"
"Kunming","Pune","0.0160801"
"Shangrao","Pune","0.010741"
"Hangzhou","Pune","0.0102393"
"Bijie","Pune","0.014691"
"Quanzhou","Pune","0.0106273"
"Miami","Pune","0.00347295"
"Wuxi","Pune","0.0101882"
"Huanggang","Pune","0.0114131"
"Maoming","Pune","0.0127317"
"Nanchong","Pune","0.0140276"
"Zunyi","Pune","0.0140009"
"Qujing","Pune","0.0154996"
"Baghdad","Pune","0.0146788"
"Xinyang","Pune","0.0115321"
"Tokyo","Foshan","0.0167855"
"Jakarta","Foshan","0.014827"
"Delhi","Foshan","0.0135799"
"Manila","Foshan","0.0384413"
"Sao-Paulo","Foshan","0.00277829"
"Seoul","Foshan","0.0233697"
"Mumbai","Foshan","0.0118064"
"Shanghai","Foshan","0.0392053"
"Mexico-City","Foshan","0.00352396"
"Guangzhou","Foshan","0.722473"
"Cairo","Foshan","0.006204"
"Beijing","Foshan","0.0256155"
"New-York","Foshan","0.00386335"
"Kolkata","Foshan","0.0193524"
"Moscow","Foshan","0.00708091"
"Bangkok","Foshan","0.0288976"
"Dhaka","Foshan","0.0211247"
"Buenos-Aires","Foshan","0.00269747"
"Osaka","Foshan","0.0193977"
"Lagos","Foshan","0.00425085"
"Istanbul","Foshan","0.00630394"
"Karachi","Foshan","0.0106008"
"Kinshasa","Foshan","0.00452803"
"Shenzhen","Foshan","0.309245"
"Bangalore","Foshan","0.0126373"
"Ho-Chi-Minh-City","Foshan","0.0318112"
"Tehran","Foshan","0.00820442"
"Los-Angeles","Foshan","0.0042739"
"Rio-de-Janeiro","Foshan","0.00283422"
"Chengdu","Foshan","0.0389463"
"Baoding","Foshan","0.0273905"
"Chennai","Foshan","0.0135767"
"Lahore","Foshan","0.0125813"
"London","Foshan","0.00523787"
"Paris","Foshan","0.00523721"
"Tianjin","Foshan","0.0265444"
"Linyi","Foshan","0.0337664"
"Shijiazhuang","Foshan","0.0289905"
"Zhengzhou","Foshan","0.036919"
"Nanyang","Foshan","0.0431037"
"Hyderabad","Foshan","0.0134777"
"Wuhan","Foshan","0.0556455"
"Handan","Foshan","0.0319259"
"Nagoya","Foshan","0.0184039"
"Weifang","Foshan","0.0298145"
"Lima","Foshan","0.00271142"
"Zhoukou","Foshan","0.0403974"
"Luanda","Foshan","0.00436886"
"Ganzhou","Foshan","0.121306"
"Tongshan","Foshan","0.0367517"
"Kuala-Lumpur","Foshan","0.0193866"
"Chicago","Foshan","0.00398678"
"Heze","Foshan","0.0350729"
"Chongqing","Foshan","0.0486111"
"Hanoi","Foshan","0.0601571"
"Fuyang","Foshan","0.0424145"
"Changsha","Foshan","0.0800025"
"Dongguan","Foshan","0.431411"
"Jining","Foshan","0.0341137"
"Jinan","Foshan","0.0310283"
"Pune","Foshan","0.0120497"
"Bogota","Foshan","0.0029596"
"Ahmedabad","Foshan","0.0119523"
"Nanjing","Foshan","0.0417581"
"Changchun","Foshan","0.0190759"
"Tangshan","Foshan","0.0255536"
"Cangzhou","Foshan","0.0280074"
"Dar-es-Salaam","Foshan","0.00573346"
"Hefei","Foshan","0.0448439"
"Hong-Kong","Foshan","0.267881"
"Shaoyang","Foshan","0.0915064"
"Zhanjiang","Foshan","0.126587"
"Shangqiu","Foshan","0.0372828"
"Nantong","Foshan","0.0382808"
"Yancheng","Foshan","0.0359297"
"Nanning","Foshan","0.0923954"
"Hengyang","Foshan","0.103469"
"Zhumadian","Foshan","0.0431094"
"Shenyang","Foshan","0.0213016"
"Xingtai","Foshan","0.0309346"
"Xi'an","Foshan","0.0366348"
"Santiago","Foshan","0.00265264"
"Yantai","Foshan","0.0273514"
"Riyadh","Foshan","0.00742306"
"Luoyang","Foshan","0.0371794"
"Kunming","Foshan","0.0442766"
"Shangrao","Foshan","0.060699"
"Hangzhou","Foshan","0.0448086"
"Bijie","Foshan","0.0516059"
"Quanzhou","Foshan","0.0775347"
"Miami","Foshan","0.00345995"
"Wuxi","Foshan","0.0405107"
"Huanggang","Foshan","0.0559528"
"Maoming","Foshan","0.155495"
"Nanchong","Foshan","0.0431308"
"Zunyi","Foshan","0.0582085"
"Qujing","Foshan","0.0484385"
"Baghdad","Foshan","0.0073938"
"Xinyang","Foshan","0.0469054"
"Tokyo","Bogota","0.00348116"
"Jakarta","Bogota","0.00251761"
"Delhi","Bogota","0.00327723"
"Manila","Bogota","0.00288019"
"Sao-Paulo","Bogota","0.0114429"
"Seoul","Bogota","0.00335696"
"Mumbai","Bogota","0.00320715"
"Shanghai","Bogota","0.00317288"
"Mexico-City","Bogota","0.0154946"
"Guangzhou","Bogota","0.00296219"
"Cairo","Bogota","0.00444079"
"Beijing","Bogota","0.00333328"
"New-York","Bogota","0.0123088"
"Kolkata","Bogota","0.0030322"
"Moscow","Bogota","0.00456304"
"Bangkok","Bogota","0.00278743"
"Dhaka","Bogota","0.0030318"
"Buenos-Aires","Bogota","0.0106163"
"Osaka","Bogota","0.00339966"
"Lagos","Bogota","0.00580124"
"Istanbul","Bogota","0.00462812"
"Karachi","Bogota","0.00339355"
"Kinshasa","Bogota","0.00498594"
"Shenzhen","Bogota","0.00295511"
"Bangalore","Bogota","0.00305358"
"Ho-Chi-Minh-City","Bogota","0.00272514"
"Tehran","Bogota","0.0038941"
"Los-Angeles","Bogota","0.00881632"
"Rio-de-Janeiro","Bogota","0.010895"
"Chengdu","Bogota","0.00309829"
"Baoding","Bogota","0.00330437"
"Chennai","Bogota","0.0030092"
